year,#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
2021-22,117,Brandon Clarke,MEM,64,19.5,10.4,4.5,7.0,64.4,0.1,0.3,22.7,1.3,2.0,65.4,2.1,3.2,5.3,1.3,0.6,1.1,0.5, 15.0
2021-22,118,Ivica Zubac,LAC,76,24.4,10.3,4.1,6.5,62.6,0.0,0.0,0.0,2.2,3.0,72.7,2.9,5.6,8.5,1.6,0.5,1.0,1.5, 17.1
2021-22,119,Jeff Green,DEN,75,24.7,10.3,3.7,7.1,52.4,0.7,2.2,31.5,2.2,2.6,83.3,0.5,2.5,3.1,1.3,0.4,0.4,0.9, 10.6
2021-22,120,P.J. Washington,CHA,65,27.2,10.3,3.8,8.2,47.0,1.7,4.6,36.5,0.9,1.2,71.6,1.3,3.9,5.2,2.3,0.9,0.9,1.3, 13.6
2021-22,121,Josh Richardson,SAS,65,24.6,10.2,3.6,8.2,43.8,1.6,3.8,41.5,1.5,1.7,88.9,0.6,2.2,2.8,1.8,0.9,0.4,1.0, 10.4
2021-22,122,Ben McLemore,POR,64,20.1,10.2,3.4,8.4,40.1,2.4,6.5,36.2,1.1,1.4,81.8,0.2,1.4,1.6,0.9,0.6,0.2,0.9, 7.4
2021-22,123,Al Horford,BOS,69,29.1,10.2,3.9,8.2,46.7,1.3,3.8,33.6,1.2,1.4,84.2,1.6,6.1,7.7,3.4,0.7,1.3,0.9, 17.7
2021-22,124,Justin Holiday,SAC,74,27.8,10.1,3.5,8.9,39.4,2.4,6.5,36.7,0.7,0.8,80.6,0.4,2.2,2.6,1.7,0.8,0.4,0.9, 9.1
2021-22,125,Bones Hyland,DEN,69,19.0,10.1,3.3,8.3,40.3,1.9,5.2,36.6,1.6,1.8,85.6,0.2,2.5,2.7,2.8,0.6,0.3,1.2, 10.0
2021-22,126,Garrison Mathews,HOU,65,26.3,10.0,2.8,7.1,39.9,2.1,5.9,36.0,2.2,2.8,79.4,0.5,2.4,2.9,1.0,0.9,0.4,0.6, 9.7
2021-22,127,Terrence Ross,ORL,63,23.0,10.0,3.5,8.8,39.7,1.2,4.2,29.2,1.8,2.1,86.2,0.3,2.2,2.6,1.8,0.4,0.2,1.2, 8.2
2021-22,128,Robert Williams III,BOS,61,29.6,10.0,4.4,6.0,73.6,0.0,0.0,0.0,1.1,1.5,72.2,3.9,5.7,9.6,2.0,0.9,2.2,1.0, 21.7
2021-22,129,Talen Horton-Tucker,LAL,60,25.2,10.0,3.7,9.0,41.6,0.8,3.0,26.9,1.7,2.1,80.0,0.6,2.6,3.2,2.7,1.0,0.5,1.4, 10.3
2021-22,130,Pat Connaughton,MIL,65,26.0,9.9,3.5,7.6,45.8,2.2,5.7,39.5,0.7,0.8,83.3,0.7,3.5,4.2,1.3,0.9,0.2,0.5, 11.7
2021-22,131,Alperen Sengun,HOU,72,20.7,9.6,3.5,7.3,47.4,0.4,1.6,24.8,2.3,3.2,71.1,1.9,3.5,5.5,2.6,0.8,0.9,2.0, 12.6
2021-22,132,Herbert Jones,NOP,78,29.9,9.5,3.5,7.4,47.6,0.7,2.2,33.7,1.8,2.1,84.0,1.3,2.5,3.8,2.1,1.7,0.8,1.3, 12.4
2021-22,133,Jae Crowder,PHX,67,28.1,9.4,3.2,8.1,39.9,1.9,5.4,34.8,1.1,1.3,78.9,0.4,4.8,5.3,1.9,1.4,0.4,0.8, 12.4
2021-22,134,Chris Boucher,TOR,80,21.1,9.4,3.4,7.2,46.4,0.9,2.9,29.7,1.9,2.4,77.7,2.2,3.9,6.2,0.3,0.6,0.9,0.5, 12.5
2021-22,135,Daniel Gafford,WAS,72,20.1,9.4,4.0,5.7,69.3,0.0,0.0,0.0,1.5,2.1,69.9,2.2,3.5,5.7,0.9,0.4,1.4,0.9, 14.5
2021-22,136,Jaxson Hayes,NOP,70,20.0,9.3,3.5,5.7,61.6,0.3,0.8,35.1,2.1,2.7,76.6,1.6,2.9,4.5,0.6,0.5,0.8,0.8, 12.1
2021-22,137,Jonathan Kuminga,GSW,70,16.9,9.3,3.4,6.6,51.3,0.7,2.1,33.6,1.9,2.7,68.4,0.8,2.6,3.3,0.9,0.4,0.3,1.1, 9.2
2021-22,138,Jaden McDaniels,MIN,70,25.8,9.2,3.6,7.9,46.0,1.1,3.6,31.7,0.8,1.0,80.3,1.1,3.1,4.2,1.1,0.7,0.8,1.1, 10.5
2021-22,139,Georges Niang,PHI,76,22.8,9.2,3.2,7.4,43.7,2.1,5.1,40.3,0.7,0.8,88.1,0.3,2.3,2.7,1.3,0.4,0.2,0.8, 8.8
2021-22,140,Patrick Beverley,MIN,58,25.4,9.2,3.1,7.5,40.6,1.4,4.2,34.3,1.7,2.3,72.2,1.1,3.1,4.1,4.6,1.2,0.9,1.3, 13.6
2021-22,141,JaVale McGee,PHX,74,15.8,9.2,3.9,6.2,62.9,0.0,0.1,22.2,1.4,2.0,69.9,2.2,4.5,6.7,0.6,0.3,1.1,1.3, 13.6
2021-22,142,Caleb Martin,MIA,60,22.9,9.2,3.5,6.8,50.7,1.1,2.6,41.3,1.2,1.6,76.3,1.2,2.7,3.8,1.1,1.0,0.5,0.9, 11.0
2021-22,143,Oshae Brissett,IND,67,23.3,9.1,3.1,7.6,41.1,1.2,3.5,35.0,1.7,2.4,69.5,1.6,3.7,5.3,1.1,0.7,0.4,0.8, 10.7
2021-22,144,Precious Achiuwa,TOR,73,23.6,9.1,3.6,8.3,43.9,0.8,2.1,35.9,1.1,1.8,59.5,2.0,4.5,6.5,1.1,0.5,0.6,1.2, 11.3
2021-22,145,Obi Toppin,NYK,72,17.1,9.0,3.5,6.6,53.1,0.7,2.3,30.8,1.3,1.7,75.8,1.0,2.8,3.7,1.1,0.3,0.5,0.8, 10.3
2021-22,146,Bruce Brown,BKN,72,24.6,9.0,3.6,7.0,50.6,0.5,1.3,40.4,1.3,1.8,75.8,1.4,3.4,4.8,2.1,1.1,0.7,0.8, 12.9
2021-22,147,Amir Coffey,LAC,69,22.7,9.0,3.1,6.8,45.3,1.4,3.7,37.8,1.5,1.7,86.3,0.4,2.5,2.9,1.8,0.6,0.2,0.7, 9.8
2021-22,148,Moritz Wagner,ORL,63,15.2,9.0,3.1,6.3,49.7,1.0,3.2,32.8,1.7,2.0,80.6,0.7,3.0,3.7,1.4,0.3,0.2,0.9, 10.1
2021-22,149,Chimezie Metu,SAC,60,21.3,8.9,3.4,7.5,45.2,1.0,3.1,30.6,1.2,1.5,78.0,0.6,5.0,5.6,1.0,0.9,0.5,1.0, 11.4
2021-22,150,Bryn Forbes,DEN,75,17.1,8.8,3.1,7.2,42.9,1.6,3.9,41.4,1.1,1.2,90.8,0.1,1.1,1.2,1.0,0.3,0.1,0.7, 6.5
2021-22,151,Ayo Dosunmu,CHI,77,27.4,8.8,3.6,6.9,52.0,0.9,2.4,37.6,0.7,1.0,67.9,0.4,2.4,2.8,3.3,0.8,0.4,1.4, 11.0
2021-22,152,Kenyon Martin Jr.,HOU,79,21.0,8.8,3.5,6.6,53.3,0.8,2.1,35.7,1.0,1.6,63.4,1.0,2.7,3.8,1.3,0.4,0.5,0.8, 10.4
2021-22,153,Isaac Okoro,CLE,67,29.6,8.8,3.1,6.4,48.0,0.8,2.3,35.0,1.8,2.3,76.8,1.1,1.9,3.0,1.8,0.8,0.3,0.9, 10.0
2021-22,154,Dwight Powell,DAL,82,21.9,8.7,3.3,4.9,67.1,0.2,0.5,35.1,2.0,2.6,78.3,2.1,2.8,4.9,1.2,0.5,0.5,0.8, 12.8
2021-22,155,Gabe Vincent,MIA,68,23.4,8.7,3.1,7.5,41.7,1.8,4.8,36.8,0.6,0.8,81.5,0.3,1.5,1.9,3.1,0.9,0.2,1.4, 8.7
2021-22,156,Tyus Jones,MEM,73,21.2,8.7,3.4,7.6,45.1,1.1,2.8,39.0,0.7,0.9,81.8,0.2,2.2,2.4,4.4,0.9,0.0,0.6, 11.5
2021-22,157,Chuma Okeke,ORL,70,25.0,8.6,3.1,8.2,37.6,1.7,5.3,31.8,0.8,0.9,84.6,0.7,4.3,5.0,1.7,1.4,0.6,0.8, 11.2
2021-22,158,Reggie Bullock Jr.,DAL,68,28.0,8.6,3.0,7.4,40.1,2.1,5.8,36.0,0.6,0.7,83.3,0.5,3.1,3.5,1.2,0.6,0.2,0.6, 9.0
2021-22,159,Cam Thomas,BKN,67,17.6,8.5,3.3,7.5,43.3,0.7,2.6,27.0,1.3,1.6,82.9,0.2,2.2,2.4,1.2,0.5,0.1,0.8, 7.3
2021-22,160,Robert Covington,LAC,71,27.3,8.5,2.9,7.0,42.0,1.8,4.8,37.8,0.8,1.0,84.1,0.8,4.7,5.5,1.3,1.5,1.3,1.1, 12.8
2021-22,161,Jaylen Nowell,MIN,62,15.7,8.5,3.2,6.7,47.5,1.0,2.6,39.4,1.2,1.5,78.3,0.4,1.6,2.0,2.1,0.4,0.2,0.6, 8.8
2021-22,162,Mitchell Robinson,NYK,72,25.7,8.5,3.6,4.8,76.1,0.0,0.0,0.0,1.2,2.5,48.6,4.1,4.5,8.6,0.5,0.8,1.8,0.8, 17.0
2021-22,163,Deni Avdija,WAS,82,24.2,8.4,3.0,7.1,43.2,1.0,3.2,31.7,1.3,1.7,75.7,0.6,4.5,5.2,2.0,0.7,0.5,1.1, 11.4
2021-22,164,Nicolas Batum,LAC,59,24.8,8.3,3.0,6.6,46.3,1.8,4.6,40.0,0.4,0.6,65.8,0.5,3.8,4.3,1.7,1.0,0.7,0.7, 11.6
2021-22,165,Landry Shamet,PHX,69,20.8,8.3,2.8,7.0,39.4,1.8,4.8,36.8,1.0,1.2,84.0,0.2,1.6,1.8,1.6,0.4,0.1,0.6, 7.2
2021-22,166,Isaiah Stewart,DET,71,25.6,8.3,3.5,6.9,51.0,0.2,0.6,32.6,1.0,1.5,71.8,3.2,5.5,8.7,1.2,0.3,1.1,1.2, 14.6
2021-22,167,Isaiah Hartenstein,LAC,68,17.9,8.3,3.4,5.4,62.6,0.2,0.4,46.7,1.3,1.9,68.9,1.7,3.2,4.9,2.4,0.7,1.1,1.2, 13.5
2021-22,168,Naz Reid,MIN,77,15.8,8.3,3.0,6.2,48.9,0.7,2.2,34.3,1.5,1.9,76.5,1.3,2.6,3.9,0.9,0.5,0.9,1.1, 9.9
2021-22,169,Corey Kispert,WAS,77,23.4,8.2,3.0,6.7,45.5,1.5,4.2,35.0,0.7,0.8,87.1,0.7,2.0,2.7,1.1,0.5,0.3,0.6, 8.4
2021-22,170,Hassan Whiteside,UTA,65,17.9,8.2,3.3,5.1,65.2,0.0,0.0,0.0,1.6,2.6,62.3,2.6,5.0,7.6,0.4,0.3,1.6,0.8, 14.6
2021-22,171,Otto Porter Jr.,GSW,63,22.2,8.2,3.1,6.6,46.4,1.3,3.4,37.0,0.8,1.0,80.3,1.4,4.4,5.7,1.5,1.1,0.5,0.6, 12.6
2021-22,172,Ziaire Williams,MEM,62,21.7,8.1,3.1,6.8,45.0,1.2,3.9,31.4,0.7,0.9,78.2,0.4,1.7,2.1,1.0,0.6,0.2,0.7, 7.4
2021-22,173,Cory Joseph,DET,65,24.6,8.0,2.7,6.2,44.5,1.0,2.4,41.4,1.5,1.7,88.5,0.4,2.2,2.7,3.6,0.6,0.3,1.3, 10.3
2021-22,174,Andre Drummond,BKN,73,19.7,7.9,3.4,5.9,57.0,0.0,0.0,0.0,1.2,2.2,52.4,3.1,6.2,9.3,1.8,1.1,0.9,1.6, 15.9
2021-22,175,Josh Christopher,HOU,74,18.0,7.9,3.0,6.8,44.8,0.8,2.6,29.6,1.1,1.5,73.5,0.7,1.8,2.5,2.0,0.9,0.2,1.5, 7.9
2021-22,176,Jordan Nwora,MIL,62,19.1,7.9,3.0,7.5,40.3,1.3,3.7,34.8,0.6,0.7,83.7,0.6,3.0,3.6,1.0,0.4,0.3,0.9, 7.6
2021-22,177,Grant Williams,BOS,77,24.4,7.8,2.7,5.6,47.5,1.4,3.4,41.1,1.1,1.2,90.5,0.8,2.7,3.6,1.0,0.5,0.7,0.8, 9.8
2021-22,178,Drew Eubanks,POR,71,17.5,7.7,3.1,5.2,59.6,0.1,0.3,21.7,1.4,1.8,76.2,1.8,3.5,5.4,1.2,0.4,0.6,1.1, 11.6
2021-22,179,Cody Martin,CHA,71,26.3,7.7,2.9,6.0,48.2,0.9,2.2,38.4,1.1,1.5,70.1,1.2,2.9,4.0,2.5,1.2,0.5,0.9, 11.5
2021-22,180,R.J. Hampton,ORL,64,21.9,7.6,2.7,7.1,38.3,1.0,2.9,35.0,1.2,1.8,64.1,0.4,2.7,3.0,2.5,0.7,0.2,1.4, 7.6
2021-22,181,Aleksej Pokusevski,OKC,61,20.2,7.6,3.0,7.5,40.8,0.9,3.2,28.9,0.6,0.8,70.0,1.2,4.0,5.2,2.1,0.6,0.6,1.5, 10.0
2021-22,182,Furkan Korkmaz,PHI,67,21.1,7.6,2.7,7.0,38.7,1.1,4.0,28.9,1.0,1.3,81.0,0.3,2.3,2.6,1.9,0.5,0.1,0.7, 7.5
2021-22,183,P.J. Tucker,MIA,71,27.9,7.6,2.9,6.0,48.4,1.1,2.7,41.5,0.6,0.9,73.8,1.4,4.0,5.5,2.1,0.8,0.2,0.9, 11.9
2021-22,184,Kyle Anderson,MEM,69,21.5,7.6,3.0,6.8,44.6,0.5,1.6,33.0,1.0,1.5,63.8,1.0,4.3,5.3,2.7,1.1,0.7,1.0, 12.0
2021-22,185,Raul Neto,WAS,70,19.6,7.5,2.9,6.3,46.3,0.5,1.7,29.2,1.2,1.5,76.9,0.2,1.7,1.9,3.1,0.8,0.0,1.1, 8.5
2021-22,186,Damion Lee,GSW,63,20.0,7.4,2.7,6.1,44.1,1.0,3.0,33.7,1.0,1.2,88.0,0.4,2.8,3.2,1.0,0.6,0.1,0.6, 8.2
2021-22,187,Royce O'Neale,UTA,77,31.2,7.4,2.6,5.8,45.7,1.5,4.0,38.9,0.6,0.7,80.4,0.8,3.9,4.8,2.5,1.1,0.4,1.0, 11.9
2021-22,188,Austin Reaves,LAL,61,23.2,7.3,2.4,5.2,45.9,0.9,2.7,31.7,1.6,1.9,83.9,0.7,2.4,3.2,1.8,0.5,0.3,0.7, 9.3
2021-22,189,Taurean Prince,MIN,69,17.1,7.3,2.6,5.7,45.4,1.2,3.3,37.6,0.9,1.2,75.6,0.4,2.1,2.5,1.0,0.7,0.3,0.8, 7.7
2021-22,190,Javonte Green,CHI,65,23.4,7.2,2.7,5.0,54.2,0.6,1.6,35.6,1.2,1.5,83.3,1.4,2.8,4.2,0.9,1.0,0.5,0.5, 10.9
2021-22,191,Gary Payton II,GSW,71,17.6,7.1,3.0,4.8,61.6,0.6,1.7,35.8,0.5,0.8,60.3,1.0,2.5,3.5,0.9,1.4,0.3,0.6, 10.4
2021-22,192,Maxi Kleber,DAL,59,24.6,7.0,2.4,6.0,39.8,1.4,4.3,32.5,0.8,1.1,70.8,1.2,4.7,5.9,1.2,0.5,1.0,0.8, 10.8
2021-22,193,Steven Adams,MEM,76,26.3,6.9,2.8,5.1,54.7,0.0,0.0,0.0,1.4,2.6,54.3,4.6,5.4,10.0,3.4,0.9,0.8,1.5, 17.0
2021-22,194,Jarred Vanderbilt,MIN,74,25.4,6.9,2.9,4.9,58.7,0.0,0.2,14.3,1.2,1.8,65.6,2.9,5.5,8.4,1.3,1.3,0.6,1.0, 15.0
2021-22,195,Killian Hayes,DET,66,25.0,6.9,2.7,7.0,38.3,0.7,2.5,26.3,0.9,1.1,77.0,0.5,2.6,3.2,4.2,1.2,0.5,1.7, 9.7
2021-22,196,Torrey Craig,PHX,78,20.5,6.6,2.6,5.7,45.4,1.0,3.0,32.9,0.5,0.7,75.0,1.1,2.9,4.0,1.2,0.6,0.5,0.9, 8.7
2021-22,197,Mason Plumlee,CHA,73,24.6,6.5,2.8,4.4,64.1,0.0,0.0,0.0,0.9,2.3,39.2,2.4,5.3,7.7,3.1,0.8,0.7,1.4, 14.5
2021-22,198,JaMychal Green,DEN,67,16.2,6.4,2.4,4.9,48.6,0.5,1.9,26.6,1.2,1.4,87.1,1.2,3.0,4.2,0.9,0.6,0.4,0.9, 9.0
2021-22,199,Avery Bradley,LAL,62,22.7,6.4,2.4,5.6,42.3,1.3,3.4,39.0,0.3,0.3,88.9,0.5,1.7,2.2,0.8,0.9,0.1,0.6, 6.4
2021-22,200,Aaron Holiday,PHX,63,16.2,6.3,2.4,5.4,44.7,0.6,1.6,37.9,0.9,1.1,86.8,0.4,1.6,1.9,2.4,0.7,0.1,1.1, 7.3
2021-22,201,Ish Smith,WAS,65,17.3,6.3,2.8,6.6,43.0,0.4,1.0,37.3,0.2,0.4,62.5,0.4,1.8,2.2,3.8,0.7,0.4,1.2, 8.2
2021-22,202,Dewayne Dedmon,MIA,67,15.9,6.3,2.4,4.3,56.6,0.3,0.7,40.4,1.1,1.5,75.0,1.6,4.2,5.8,0.7,0.4,0.6,1.0, 10.4
2021-22,203,Payton Pritchard,BOS,71,14.1,6.2,2.3,5.3,42.9,1.4,3.5,41.2,0.3,0.3,100,0.5,1.4,1.9,2.0,0.4,0.1,0.6, 6.9
2021-22,204,Dwight Howard,LAL,60,16.2,6.2,2.2,3.7,61.2,0.1,0.3,53.3,1.6,2.4,65.8,2.0,4.0,5.9,0.6,0.6,0.6,0.8, 10.9
2021-22,205,Nemanja Bjelica,GSW,71,16.1,6.1,2.3,4.8,46.8,0.8,2.1,36.2,0.8,1.1,72.8,0.9,3.3,4.1,2.2,0.6,0.4,1.2, 9.3
2021-22,206,Lamar Stevens,CLE,63,16.1,6.1,2.5,5.1,48.9,0.3,1.0,27.7,0.8,1.2,70.7,0.7,1.9,2.6,0.7,0.5,0.3,0.7, 6.6
2021-22,207,Austin Rivers,DEN,67,22.1,6.0,2.2,5.2,41.7,1.2,3.4,34.2,0.5,0.7,72.7,0.3,1.4,1.7,1.3,0.8,0.1,0.8, 5.9
2021-22,208,Kevon Looney,GSW,82,21.1,6.0,2.5,4.4,57.1,0.0,0.0,0.0,0.9,1.5,60.0,2.5,4.7,7.3,2.0,0.6,0.6,0.8, 13.2
2021-22,209,Tre Jones,SAS,69,16.6,6.0,2.4,4.9,49.0,0.1,0.7,19.6,1.0,1.3,78.0,0.4,1.8,2.2,3.4,0.6,0.1,0.7, 8.9
2021-22,210,Danny Green,PHI,62,21.8,5.9,2.0,5.2,39.4,1.7,4.4,38.0,0.2,0.2,78.6,0.5,2.0,2.5,1.0,1.0,0.6,0.7, 7.1
2021-22,211,CJ Elleby,POR,58,20.2,5.8,2.1,5.3,39.3,0.6,2.2,29.4,1.0,1.4,71.4,1.1,2.8,3.9,1.5,0.6,0.3,1.0, 7.6
2021-22,212,Eric Paschall,UTA,58,12.7,5.8,2.0,4.1,48.5,0.7,1.9,37.0,1.1,1.5,76.7,0.5,1.3,1.8,0.6,0.2,0.1,0.5, 5.6
2021-22,213,Matisse Thybulle,PHI,66,25.5,5.7,2.3,4.5,50.0,0.7,2.2,31.3,0.5,0.7,79.1,0.6,1.7,2.3,1.1,1.7,1.1,0.6, 9.0
2021-22,214,Keita Bates-Diop,SAS,59,16.2,5.7,2.3,4.5,51.7,0.3,0.9,30.9,0.8,1.0,75.4,1.1,2.9,3.9,0.7,0.5,0.2,0.8, 7.8
2021-22,215,James Johnson,BKN,62,19.2,5.5,2.3,5.0,46.9,0.4,1.4,27.1,0.5,0.9,52.7,0.8,2.6,3.5,2.1,0.5,0.5,0.8, 8.3
2021-22,216,Trey Murphy III,NOP,62,13.9,5.4,1.8,4.5,39.4,1.1,3.0,38.2,0.7,0.8,88.2,0.8,1.6,2.4,0.6,0.4,0.1,0.3, 5.8
2021-22,217,Garrett Temple,NOP,59,18.6,5.2,1.9,5.0,37.6,1.0,3.1,31.9,0.5,0.7,68.3,0.5,1.9,2.4,1.3,0.7,0.4,0.7, 6.0
2021-22,218,Facundo Campazzo,DEN,65,18.2,5.1,1.6,4.6,36.1,0.9,3.0,30.1,0.9,1.2,76.9,0.4,1.4,1.8,3.4,1.0,0.4,1.0, 7.4
2021-22,219,John Konchar,MEM,72,17.9,4.8,1.9,3.6,51.5,0.7,1.8,41.3,0.4,0.7,55.1,1.2,3.4,4.6,1.5,0.6,0.3,0.4, 9.4
2021-22,220,Josh Green,DAL,67,15.5,4.8,1.9,3.8,50.8,0.4,1.2,35.9,0.5,0.7,68.9,0.8,1.6,2.4,1.2,0.7,0.2,0.7, 6.5
2021-22,221,Delon Wright,ATL,77,18.9,4.4,1.6,3.5,45.4,0.6,1.5,37.9,0.7,0.8,85.7,0.6,2.2,2.9,2.4,1.2,0.2,0.6, 8.6
2021-22,222,Troy Brown Jr.,CHI,66,16.0,4.3,1.6,3.9,41.9,0.7,2.0,35.3,0.3,0.4,76.9,0.6,2.5,3.1,1.0,0.5,0.1,0.4, 6.2
2021-22,223,Jevon Carter,MIL,66,13.7,4.2,1.5,3.8,38.7,1.0,2.6,38.8,0.2,0.3,83.3,0.2,1.5,1.7,1.5,0.4,0.2,0.5, 5.0
2021-22,224,Frank Ntilikina,DAL,58,11.8,4.1,1.5,3.8,39.9,0.7,1.9,34.2,0.4,0.4,96.0,0.2,1.2,1.4,1.2,0.5,0.1,0.5, 4.4
2021-22,225,Juan Toscano-Anderson,GSW,73,13.6,4.1,1.6,3.2,48.9,0.4,1.2,32.2,0.5,1.0,57.1,0.4,2.0,2.4,1.7,0.7,0.2,0.9, 6.1
2021-22,226,Jordan McLaughlin,MIN,62,14.5,3.8,1.4,3.2,44.0,0.4,1.4,31.8,0.5,0.6,75.0,0.4,1.2,1.5,2.9,0.9,0.2,0.6, 6.7
2021-22,227,Trent Forrest,UTA,60,12.8,3.3,1.3,2.6,49.0,0.1,0.5,18.5,0.6,0.8,79.2,0.4,1.3,1.7,1.8,0.5,0.1,0.8, 5.0
2021-22,228,Dalano Banton,TOR,64,10.9,3.2,1.3,3.2,41.1,0.2,0.8,25.5,0.4,0.7,59.1,0.6,1.3,1.9,1.5,0.4,0.2,0.8, 4.3
2020-21,1,Stephen Curry,GSW,63,34.2,32.0,10.4,21.7,48.2,5.3,12.7,42.1,5.7,6.3,91.6,0.5,5.0,5.5,5.8,1.2,0.1,3.4, 29.4
2020-21,2,Bradley Beal,WAS,60,35.8,31.3,11.2,23.0,48.5,2.2,6.2,34.9,6.8,7.7,88.9,1.2,3.5,4.7,4.4,1.2,0.4,3.1, 26.1
2020-21,3,Damian Lillard,POR,67,35.8,28.8,9.0,19.9,45.1,4.1,10.5,39.1,6.7,7.2,92.8,0.5,3.7,4.2,7.5,0.9,0.3,3.0, 27.2
2020-21,4,Joel Embiid,PHI,51,31.1,28.5,9.0,17.6,51.3,1.1,3.0,37.7,9.2,10.7,85.9,2.2,8.4,10.6,2.8,1.0,1.4,3.1, 31.0
2020-21,5,Giannis Antetokounmpo,MIL,61,33.0,28.1,10.3,18.0,56.9,1.1,3.6,30.3,6.5,9.5,68.5,1.6,9.4,11.0,5.9,1.2,1.2,3.4, 33.2
2020-21,6,Luka Doncic,DAL,66,34.3,27.7,9.8,20.5,47.9,2.9,8.3,35.0,5.2,7.1,73.0,0.8,7.2,8.0,8.6,1.0,0.5,4.3, 29.0
2020-21,7,Zach LaVine,CHI,58,35.1,27.4,9.8,19.4,50.7,3.4,8.2,41.9,4.4,5.1,84.9,0.6,4.4,5.0,4.9,0.8,0.5,3.5, 24.7
2020-21,8,Zion Williamson,NOP,61,33.2,27.0,10.4,17.0,61.1,0.2,0.6,29.4,6.0,8.7,69.8,2.7,4.5,7.2,3.7,0.9,0.6,2.7, 27.5
2020-21,9,Kyrie Irving,BKN,54,34.9,26.9,10.2,20.1,50.6,2.8,7.0,40.2,3.7,4.0,92.2,1.0,3.8,4.8,6.0,1.4,0.7,2.4, 27.1
2020-21,10,Jayson Tatum,BOS,64,35.8,26.4,9.5,20.6,45.9,2.9,7.6,38.6,4.6,5.3,86.8,0.8,6.6,7.4,4.3,1.2,0.5,2.7, 25.3
2020-21,11,Donovan Mitchell,UTA,53,33.4,26.4,9.0,20.6,43.8,3.4,8.7,38.6,5.0,6.0,84.5,0.9,3.5,4.4,5.2,1.0,0.3,2.8, 22.1
2020-21,12,Nikola Jokic,DEN,72,34.6,26.4,10.2,18.0,56.6,1.3,3.3,38.8,4.8,5.5,86.8,2.8,8.0,10.8,8.3,1.3,0.7,3.1, 35.9
2020-21,13,Devin Booker,PHX,67,33.9,25.6,9.3,19.2,48.4,1.9,5.5,34.0,5.1,5.9,86.7,0.5,3.7,4.2,4.3,0.8,0.2,3.1, 21.3
2020-21,14,Trae Young,ATL,63,33.7,25.3,7.7,17.7,43.8,2.2,6.3,34.3,7.7,8.7,88.6,0.6,3.3,3.9,9.4,0.8,0.2,4.1, 24.6
2020-21,15,De'Aaron Fox,SAC,58,35.1,25.2,9.1,19.1,47.7,1.8,5.5,32.2,5.2,7.2,71.9,0.6,2.9,3.5,7.2,1.5,0.5,3.0, 22.8
2020-21,16,Kawhi Leonard,LAC,52,34.1,24.8,8.9,17.5,51.2,1.9,4.9,39.8,5.0,5.7,88.5,1.1,5.4,6.5,5.2,1.6,0.4,2.0, 27.3
2020-21,17,Jaylen Brown,BOS,58,34.5,24.7,9.3,19.2,48.4,2.8,7.1,39.7,3.3,4.3,76.4,1.2,4.8,6.0,3.4,1.2,0.6,2.7, 22.2
2020-21,18,Collin Sexton,CLE,60,35.3,24.3,8.8,18.4,47.5,1.6,4.4,37.1,5.2,6.4,81.5,1.0,2.2,3.1,4.4,1.0,0.2,2.8, 19.4
2020-21,19,Julius Randle,NYK,71,37.6,24.1,8.5,18.6,45.6,2.3,5.5,41.1,4.9,6.0,81.1,1.2,9.0,10.2,6.0,0.9,0.3,3.4, 26.8
2020-21,20,Brandon Ingram,NOP,61,34.3,23.8,8.4,18.0,46.6,2.3,6.1,38.1,4.6,5.2,87.8,0.6,4.3,4.9,4.9,0.7,0.6,2.5, 22.0
2020-21,21,Nikola Vucevic,CHI,70,33.5,23.4,9.5,19.9,47.7,2.5,6.3,40.0,1.9,2.2,84.0,2.1,9.6,11.7,3.8,0.9,0.7,1.8, 28.0
2020-21,22,Paul George,LAC,54,33.7,23.3,8.2,17.6,46.7,3.2,7.7,41.1,3.7,4.2,86.8,0.8,5.8,6.6,5.2,1.1,0.4,3.3, 23.5
2020-21,23,Jerami Grant,DET,54,33.9,22.3,7.4,17.3,42.9,2.1,6.1,35.0,5.4,6.4,84.5,0.6,4.0,4.6,2.8,0.6,1.1,2.0, 18.6
2020-21,24,Russell Westbrook,WAS,65,36.4,22.2,8.4,19.0,43.9,1.3,4.2,31.5,4.2,6.4,65.6,1.7,9.9,11.5,11.7,1.4,0.4,4.8, 29.6
2020-21,25,DeMar DeRozan,SAS,61,33.7,21.6,7.5,15.1,49.5,0.3,1.2,25.7,6.3,7.2,88.0,0.7,3.6,4.2,6.9,0.9,0.2,2.0, 23.5
2020-21,26,Jimmy Butler,MIA,52,33.6,21.5,7.0,14.2,49.7,0.5,2.0,24.5,6.9,8.0,86.3,1.8,5.1,6.9,7.1,2.1,0.3,2.1, 27.6
2020-21,27,Pascal Siakam,TOR,56,35.8,21.4,7.8,17.2,45.5,1.3,4.4,29.7,4.4,5.4,82.7,1.7,5.5,7.2,4.5,1.1,0.7,2.3, 22.3
2020-21,28,Malcolm Brogdon,IND,56,34.5,21.2,7.9,17.5,45.3,2.6,6.7,38.8,2.7,3.2,86.4,1.0,4.2,5.3,5.9,0.9,0.3,2.1, 21.4
2020-21,29,Terry Rozier,CHA,69,34.5,20.4,7.4,16.4,45.0,3.2,8.3,38.9,2.4,2.9,81.7,0.7,3.7,4.4,4.2,1.3,0.4,1.9, 19.2
